Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Lenovo,Notebook,4,2.02,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,10.87326596936077
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.550632725739694
Lenovo,Notebook,8,1.44,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.842494310694017
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.561349847964168
Apple,Ultrabook,16,1.83,0,1,220.53462386625827,Intel Core i7,0,512,AMD,Mac,11.933438384721946
Asus,Notebook,4,1.65,0,0,111.93520355955212,AMD Processor,0,64,AMD,Windows,9.603146168052769
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,10.97315700921406
Dell,Ultrabook,8,1.41,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.83096982484206
HP,Notebook,8,1.43,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.26789820240601
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.283659467741664
HP,Notebook,8,2.31,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.036037392231934
Dell,2 in 1 Convertible,12,2.19,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,11.144911042902732
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,9.756304542024465
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006828649808,Intel Core i7,0,1000,Intel,Windows,11.921470624845266
HP,2 in 1 Convertible,8,1.26,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.219066852909238
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Others,9.576276649067632
HP,Notebook,4,1.54,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.978617394068182
HP,Ultrabook,8,1.43,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.254189968552817
Toshiba,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.219074000897615
Dell,Notebook,16,2.02,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Others,10.931153634628432
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.635675345406062
Lenovo,Notebook,8,2.17,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.776732819811487
Asus,2 in 1 Convertible,4,1.5,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.902487052202543
Asus,Gaming,16,4.3,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.715790550995315
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,9.880922874286703
Lenovo,Workstation,16,2.5,0,1,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,12.076935697460716
HP,Notebook,8,1.88,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.340108040487776
HP,Notebook,4,2.04,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,10.862092668762644
Asus,Gaming,24,2.24,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.971204630519404
Asus,Gaming,16,3.25,0,1,127.33567457123112,AMD Processor,1000,256,AMD,Windows,11.671319016786894
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,Intel,Mac,11.233268703392175
Dell,Workstation,8,1.78,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.762112832660844
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.157152970844
Dell,Notebook,4,2.24,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows,10.620847035233894
HP,Notebook,6,2.71,0,1,127.33567457123112,Intel Core i5,2000,0,AMD,Windows,10.525211768465944
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,10.588945244611692
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows,10.435465480609668
Dell,Notebook,4,2.3,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,10.435465480609668
Vero,Notebook,4,1.3,0,1,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,9.536242657247662
Lenovo,Notebook,4,1.87,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows,10.641244744014545
Asus,Netbook,2,1.1,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.47681923677686
Lenovo,Gaming,8,3.31,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.06229896074271
Lenovo,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.93172544442196
Acer,Netbook,4,1.35,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others,9.84767881570755
HP,Notebook,8,1.43,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.684869359618002
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,10.657682154931749
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others,9.93914036985058
MSI,Gaming,16,2.43,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.600619368985289
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.336863503805128
Dell,Notebook,8,1.95,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,10.67259527389862
Acer,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.699393467053342
Apple,Ultrabook,8,1.35,0,0,127.67794013309688,Intel Core i5,0,0,Intel,Mac,10.977716980635757
Google,Ultrabook,16,1.1,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others,11.671319016786894
MSI,Gaming,8,2.3,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.039464987704202
HP,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows,11.12154549394652
Dell,Notebook,8,2.8,0,1,127.33567457123112,Intel Core i5,1000,128,AMD,Windows,10.862092668762644
HP,Workstation,16,3.0,0,1,127.33567457123112,Other Intel Processor,0,256,Nvidia,Windows,12.362417715920367
Lenovo,Ultrabook,12,1.4,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows,11.502816945605918
HP,Notebook,4,1.29,0,0,276.053530085501,Other Intel Processor,0,0,Intel,Others,10.397183294038651
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i3,0,128,Nvidia,Windows,10.319441460358464
Dell,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows,10.277575423651992
Dell,Notebook,16,2.06,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,11.758368289071829
Acer,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,0,16,Intel,Others,9.317895278196945
Dell,Notebook,16,2.32,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,Windows,10.873255868299651
HP,Ultrabook,8,1.54,0,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows,11.670950599679989
HP,Workstation,8,3.14,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.608398104304564
Asus,Notebook,4,2.03,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,9.974497588178815
Dell,2 in 1 Convertible,8,1.24,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.52464373704442
Toshiba,Ultrabook,4,1.25,0,0,111.93520355955212,Intel Core i5,0,128,Intel,Windows,10.969494001455322
Lenovo,Gaming,32,4.6,0,1,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,12.05888963501851
Xiaomi,Ultrabook,8,1.28,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Windows,10.81610755552082
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.902128245864017
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,10.186161103256786
Lenovo,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.104611236292678
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Others,11.02220830408089
Dell,Gaming,16,3.21,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows,11.167743084945378
HP,Ultrabook,8,1.38,0,1,165.6321180513006,Intel Core i7,0,256,Nvidia,Windows,10.99575173454406
HP,Gaming,16,3.78,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.2874471903093
HP,Notebook,6,2.19,0,0,100.45466986113652,Intel Core i7,1000,0,AMD,Windows,10.614128815398654
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,10.981350045485636
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia,Windows,10.776844060703754
Acer,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others,10.754345923917311
Dell,Ultrabook,8,1.21,1,1,331.2642361026012,Intel Core i7,0,256,Intel,Windows,11.550632725739694
Dell,Notebook,8,2.36,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,10.765658261746038
Asus,Ultrabook,16,1.3,0,0,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows,11.28544251205692
HP,Notebook,4,1.49,0,0,117.82653006268644,Intel Core i3,500,0,Intel,Windows,10.660172753900062
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.950974953688084
HP,Workstation,8,2.31,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,11.311195008159336
Lenovo,2 in 1 Convertible,8,1.37,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows,11.49796125761926
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,10.809669765045973
HP,Ultrabook,8,1.16,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.56084210487126
HP,2 in 1 Convertible,4,1.28,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.41394455627644
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,11.869133099737036
Fujitsu,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,10.658921971998408
Lenovo,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows,11.004648590381796
HP,Netbook,4,2.4,0,0,125.36742798669836,Intel Core i5,0,128,Intel,Windows,11.352694739066088
HP,Notebook,4,2.1,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.55758616512496
Dell,Gaming,16,2.56,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.105867681227291
Google,Ultrabook,8,1.1,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others,11.12626248382466
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,10.9867750135825
Dell,Notebook,6,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.104611236292678
Dell,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i3,0,128,AMD,Windows,10.188167121983652
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows,10.188167121983652
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,10.538089862097848
Lenovo,Ultrabook,16,1.36,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows,11.4699912412637
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.893167621264643
HP,Ultrabook,8,0.97,1,1,352.4651472131677,Other Intel Processor,0,512,Intel,Windows,11.583439099510642
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,Windows,11.018284165624754
Lenovo,Ultrabook,8,1.7,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.281414342976868
HP,Notebook,12,2.21,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.166237060564342
Dell,Gaming,32,4.42,0,1,254.67134914246225,Intel Core i7,1000,512,Nvidia,Windows,12.029883488676532
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others,10.658921971998408
Dell,Notebook,16,2.06,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,11.757534260666516
Lenovo,2 in 1 Convertible,8,2.0,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.144911042902732
Toshiba,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.375818471540954
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.525170191386666
Toshiba,Notebook,4,1.2,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,11.061462490597744
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i5,0,512,Intel,Windows,10.841452101115571
Lenovo,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.481345086360362
Lenovo,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,2000,0,Nvidia,Others,10.71962021254348
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.487085674623
HP,Notebook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.147031952176633
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,9.699146128184514
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,10.419692282932576
Acer,Notebook,8,2.23,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.584910269399517
Dell,Gaming,16,3.21,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.903833710189655
HP,Notebook,8,2.04,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,10.301710499387234
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,Intel,Mac,11.129394827810977
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,9.58136309252813
Asus,Ultrabook,16,1.1,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.44230332408728
Asus,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.643789274649537
Dell,2 in 1 Convertible,16,1.62,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.129394827810977
HP,Notebook,8,2.6,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows,10.23111911098328
Apple,Ultrabook,8,1.34,0,0,127.67794013309688,Intel Core i5,0,0,Intel,Mac,10.77677731765335
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.219074000897615
Toshiba,Ultrabook,16,1.36,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.512991062818642
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Intel,Others,10.265276597141131
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.45711672814165
HP,Workstation,8,2.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,11.52464373704442
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,10.594300009749354
HP,Notebook,6,2.04,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,10.265276597141131
Dell,Notebook,8,1.98,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others,10.772395917628929
Lenovo,Notebook,4,1.45,0,0,117.82653006268644,Other Intel Processor,0,0,Intel,Others,10.106570100778011
Toshiba,Notebook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.076412935176185
HP,Notebook,6,2.71,0,1,127.33567457123112,AMD Processor,2000,0,AMD,Windows,10.460211528926417
Dell,Gaming,32,4.42,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.91293572239543
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Others,10.12402932214978
Lenovo,Notebook,4,1.8,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.695781181367428
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others,9.866652599193328
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others,9.962013031516571
Lenovo,2 in 1 Convertible,8,1.42,1,1,209.8006828649808,Intel Core i5,0,256,Intel,Windows,11.72918457279188
Lenovo,Notebook,4,1.43,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows,9.588689132620203
HP,Notebook,4,1.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.34705032144641
Mediacom,Notebook,4,1.35,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows,9.51682457139056
Asus,Notebook,4,1.86,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Windows,10.013431946154272
Lenovo,Gaming,32,4.6,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.862769612046066
Asus,Gaming,16,2.59,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.175239371923306
Dell,Notebook,8,2.8,0,1,127.33567457123112,Intel Core i5,1000,128,AMD,Others,10.765658261746038
MSI,Gaming,16,2.94,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.481603204750256
Dell,Ultrabook,8,1.2,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.219074000897615
Dell,Notebook,8,1.6,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows,11.002618186839925
Lenovo,Notebook,4,2.32,0,0,141.21199808219862,Intel Core i7,0,0,Intel,Windows,10.690944412566814
Lenovo,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows,10.312386757378574
Acer,2 in 1 Convertible,8,1.5,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.717261720884188
Dell,2 in 1 Convertible,4,2.08,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,10.655147649183531
Lenovo,Notebook,8,3.4,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,11.981595204981144
Toshiba,Notebook,8,1.25,1,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.311846686253432
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others,10.900173422280696
HP,2 in 1 Convertible,16,1.42,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,11.219074000897615
Dell,Notebook,8,2.09,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.944364366779205
Dell,Notebook,6,2.3,1,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,10.060060439307303
Acer,Notebook,12,2.2,0,1,100.45466986113652,Intel Core i5,1000,0,Nvidia,Windows,10.518018577413224
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,Intel,Mac,11.036037392231934
Lenovo,Notebook,4,2.38,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,10.9368570721423
Lenovo,Notebook,8,1.9,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.81931097523836
Asus,Notebook,4,2.8,0,0,90.58340172449304,Other Intel Processor,1000,0,Nvidia,Windows,10.12901686366082
Lenovo,Notebook,8,1.95,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.212620052356872
Dell,Ultrabook,8,1.29,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,11.368208546953756
Lenovo,Ultrabook,16,1.14,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.779404329770909
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,10.071160338072124
Toshiba,Notebook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.311846686253432
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Others,10.169762314876662
HP,Notebook,4,2.5,0,1,127.33567457123112,Intel Core i3,0,256,AMD,Windows,10.525211768465944
Asus,Notebook,6,2.0,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,Windows,10.333403292740233
Dell,Netbook,4,1.63,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,10.587602061065226
Toshiba,Ultrabook,16,1.2,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.44121633636619
Lenovo,2 in 1 Convertible,8,1.4,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows,11.352694739066088
HP,Notebook,4,2.31,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,11.064804181259648
HP,Notebook,4,1.96,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others,10.188167121983652
HP,Notebook,4,1.95,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,11.02220830408089
Asus,Notebook,8,2.0,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows,10.34185963789476
Dell,Gaming,16,2.65,0,1,282.42399616439724,Intel Core i7,1000,512,Nvidia,Windows,11.495795582706762
HP,Notebook,8,2.05,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,10.369151780182763
HP,Notebook,8,1.91,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.862092668762644
Asus,Notebook,4,2.0,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Others,9.93914036985058
Lenovo,Notebook,16,2.4,0,1,254.67134914246225,Intel Core i7,0,512,Nvidia,Windows,11.971204630519404
Asus,Notebook,4,2.37,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,9.964497380151284
Asus,Notebook,4,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows,9.631552837051986
Lenovo,Gaming,16,2.5,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.047982926769505
Dell,Notebook,8,2.14,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,10.267037568910904
Asus,Gaming,16,3.0,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.34767905456992
Dell,2 in 1 Convertible,4,1.39,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,10.37747822295932
HP,Gaming,8,2.62,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.776844060703754
HP,Workstation,8,1.9,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,11.28544251205692
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,11.838443060873624
Lenovo,Notebook,8,2.32,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Others,10.370822624347584
Lenovo,Gaming,8,3.2,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.219074000897615
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.51225262382344
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,256,Intel,Mac,11.116330976323743
Lenovo,2 in 1 Convertible,8,1.36,1,1,209.8006828649808,Intel Core i5,0,256,Intel,Windows,11.37618160360327
MSI,Gaming,16,1.8,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.540318039137862
Asus,Gaming,8,1.99,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.18342089766461
Acer,Notebook,8,2.4,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,10.716080385838357
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Others,10.633572072102885
Asus,Ultrabook,8,1.2,0,1,276.053530085501,Intel Core i5,0,256,Intel,Windows,11.004648590381796
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Others,10.35398720988372
Vero,Notebook,4,1.22,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,9.288274273063903
Lenovo,Notebook,4,2.3,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,10.860047678274915
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.79174911168878
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,11.017847198171877
HP,Notebook,8,2.63,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,11.065637862008224
Lenovo,Gaming,8,3.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,11.144911042902732
HP,Notebook,4,2.04,0,0,100.45466986113652,Intel Core i3,0,256,Intel,Windows,10.621938553982543
Dell,2 in 1 Convertible,4,1.47,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows,10.147261623643049
Lenovo,Ultrabook,8,1.32,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.503355013953575
Lenovo,Notebook,8,2.05,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.755482933704386
Asus,Notebook,8,1.4,0,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,11.02307824758943
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows,10.176070200274824
Acer,Notebook,4,3.0,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows,10.666403303650696
HP,Notebook,4,2.1,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,10.167923515707006
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.307930232161196
Lenovo,Notebook,8,2.2,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,10.03701794516015
HP,Gaming,8,3.35,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,11.004648590381796
Dell,Ultrabook,8,1.21,1,1,331.2642361026012,Intel Core i5,0,128,Intel,Windows,11.352694739066088
Toshiba,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.34705032144641
HP,Ultrabook,4,1.26,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows,11.32736089528991
Lenovo,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.064804181259648
Lenovo,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Others,11.21835894902589
Apple,Ultrabook,8,1.35,0,0,127.67794013309688,Intel Core i5,0,0,Intel,Mac,10.881314302543595
Asus,2 in 1 Convertible,12,2.3,1,0,141.21199808219862,Intel Core i7,2000,0,Nvidia,Windows,10.70777173269934
HP,Ultrabook,8,1.34,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.16321819034709
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,9.801561133612584
Acer,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.510802297245792
